bbg_ticker,Generic_Ticker,Contract_Size,Category,Currency,FX_Rate_to_USD
CQDM25 Comdty,CQD1 Comdty,1000.0,Energy,USD,1.0
ASOK25 Comdty,ASO1 Comdty,1000.0,Energy,USD,1.0
BBWK25 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
CJPK25 Comdty,CJP1 Comdty,1000.0,Energy,USD,1.0
LMAHDP 20250902 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250902 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250829 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
ZZBK5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
MFSK5 Comdty,MFS1 Comdty,100.0,Ferrous,USD,1.0
SCOK5 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
LMNIDP 20250829 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
S N5 Comdty,S 1 Comdty,5000.0,Agriculture,USD,1.0
HCTK5 Index,HCT1 Index,800.0,Equity Index,USD,1.0
C N5 Comdty,C 1 Comdty,5000.0,Agriculture,USD,1.0
XUK5 Index,XU1 Index,1.0,Equity Index,USD,1.0
GCM5P 3250 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
LMZSDP 20250827 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
HCK5 Index,HC1 Index,50.0,Equity Index,HKD,0.12749
HIK5 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
GCM5C 3450 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
BBWM25 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
PFRM5 Comdty,PFR1 Comdty,100.0,Chemicals,USD,1.0
AULM25 Comdty,AUL1 Comdty,1000.0,Energy,USD,1.0
LMZSDP 20250822 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
CDM5 Curncy,CD1 Curncy,100000.0,Currency,USD,1.0
UXK5 Index,UX1 Index,1000.0,Equity Index,USD,1.0
BON5 Comdty,BO1 Comdty,60000.0,Agriculture,USD,1.0
BGLN25 Comdty,BGL1 Comdty,10000.0,Energy,USD,1.0
SFM5 Curncy,SF1 Curncy,125000.0,Currency,USD,1.0
GCM5 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
KON5 Comdty,KO1 Comdty,25.0,Agriculture,MYR,0.245
LMAHDP 20250819 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250819 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMAHDP 20250815 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250815 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250813 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250814 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250814 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
NVM5 Curncy,NV1 Curncy,100000.0,Currency,USD,1.0
NXM5 Index,NX1 Index,5.0,Equity Index,USD,1.0
ASOU25 Comdty,ASO1 Comdty,1000.0,Energy,USD,1.0
ASOQ25 Comdty,ASO1 Comdty,1000.0,Energy,USD,1.0
ASON25 Comdty,ASO1 Comdty,1000.0,Energy,USD,1.0
LMCADP 20250813 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20250812 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20250716 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250812 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20250812 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
DXM5 Curncy,DX1 Curncy,1000.0,Currency,USD,1.0
LMNIDP 20250808 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
BOU5 Comdty,BO1 Comdty,60000.0,Agriculture,USD,1.0
BPM5 Curncy,BP1 Curncy,62500.0,Currency,USD,1.0
CLM5 Comdty,CL1 Comdty,1000.0,Energy,USD,1.0
NGM25 Comdty,NG1 Comdty,10000.0,Energy,USD,1.0
LMCADP 20250806 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
GCM5P 3200 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
GCM5C 3430 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
GCM5C 3640 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
GCM5P 3215 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
LMZSDP 20250801 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250801 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20250801 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
MFSJ5 Comdty,MFS1 Comdty,100.0,Ferrous,USD,1.0
LMNIDP 20250730 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20250618 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20250730 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
SCOJ5 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
LMCADP 20250729 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250729 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250626 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250707 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250728 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
HCTJ5 Index,HCT1 Index,800.0,Equity Index,USD,1.0
LMNIDP 20250728 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
AULK25 Comdty,AUL1 Comdty,1000.0,Energy,USD,1.0
LMCADP 20250728 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
XUJ5 Index,XU1 Index,1.0,Equity Index,USD,1.0
HIJ5 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
LMZSDP 20250725 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20250725 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
RSN5 Comdty,RS1 Comdty,20.0,Agriculture,CAD,0.7192
HCJ5 Index,HC1 Index,50.0,Equity Index,HKD,0.12749
LMZSDP 20250724 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20250723 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20250618 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250521 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
PFRK5 Comdty,PFR1 Comdty,100.0,Chemicals,USD,1.0
LMNIDP 20250723 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20250722 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250722 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20250722 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250620 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250611 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
BOK5 Comdty,BO1 Comdty,60000.0,Agriculture,USD,1.0
SIK5 Comdty,SI1 Comdty,5000.0,Precious Metal,USD,1.0
LMZSDP 20250717 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
KOK5 Comdty,KO1 Comdty,25.0,Agriculture,MYR,0.245
NGK25 Comdty,NG1 Comdty,10000.0,Energy,USD,1.0
LMCADP 20250707 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250701 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250717 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
UXJ5 Index,UX1 Index,1000.0,Equity Index,USD,1.0
HWAM5 Index,HWA1 Index,5.0,Equity Index,USD,1.0
LMNIDP 20250715 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20250715 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250714 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20250714 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250521 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20250714 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20250711 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250416 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
SMN5 Comdty,SM1 Comdty,100.0,Agriculture,USD,1.0
SMK5 Comdty,SM1 Comdty,100.0,Agriculture,USD,1.0
LMCADP 20250710 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250709 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250620 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
KCK5 Comdty,KC1 Comdty,37500.0,Agriculture,USD,1.0
LMNIDP 20250711 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20250708 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
MCYJ5 Index,MCY1 Index,25.0,Equity Index,USD,1.0
LMNIDP 20250710 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20250707 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20250710 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250709 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
CLK5 Comdty,CL1 Comdty,1000.0,Energy,USD,1.0
XBK5 Comdty,XB1 Comdty,42000.0,Energy,USD,1.0
LMZSDP 20250630 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
SCOK5P 95 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
SCOJ5P 95 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
LMAHDP 20250707 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250708 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
AZBK25 Comdty,AZB1 Comdty,1000.0,Energy,USD,1.0
LMCADP 20250627 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250617 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250613 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250606 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250516 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250513 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
HGK5 Comdty,HG1 Comdty,25000.0,Base Metal,USD,1.0
COM5 Comdty,CO1 Comdty,1000.0,Energy,USD,1.0
LMNIDP 20250703 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20250703 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250703 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
CON5 Comdty,CO1 Comdty,1000.0,Energy,USD,1.0
LMZSDP 20250613 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250422 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
AWEU25 Comdty,AWE1 Comdty,1000.0,Energy,USD,1.0
AWEQ25 Comdty,AWE1 Comdty,1000.0,Energy,USD,1.0
AWEN25 Comdty,AWE1 Comdty,1000.0,Energy,USD,1.0
HOK5 Comdty,HO1 Comdty,42000.0,Energy,USD,1.0
LMZSDP 20250702 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
BBWJ25 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
ZZBJ5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
S K5 Comdty,S 1 Comdty,5000.0,Agriculture,USD,1.0
LMNIDP 20250701 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20250701 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250512 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250611 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
USDCNY 20250703 NDF,USDCNY 20250703 NDF,1.0,Currency,USD,1.0
USDCNY 20250507 NDF,USDCNY 20250507 NDF,1.0,Currency,USD,1.0
CJPH25 Comdty,CJP1 Comdty,1000.0,Energy,USD,1.0
LMNIDP 20250630 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20250509 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
SCOH5 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
SCOH5P 90 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
SCOH5P 95 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
MFSH5 Comdty,MFS1 Comdty,100.0,Ferrous,USD,1.0
LMNIDP 20250627 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20250627 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250625 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
KOM5 Comdty,KO1 Comdty,25.0,Agriculture,MYR,0.245
HIH5 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
XUH5 Index,XU1 Index,1.0,Equity Index,USD,1.0
HCTH5 Index,HCT1 Index,800.0,Equity Index,USD,1.0
LMCADP 20250626 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250626 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20250612 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
HCH5 Index,HC1 Index,50.0,Equity Index,HKD,0.12749
LMCADP 20250625 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
CJPJ25 Comdty,CJP1 Comdty,1000.0,Energy,USD,1.0
LMZSDP 20250624 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250624 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250620 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
BATM25 Comdty,BAT1 Comdty,1000.0,Energy,USD,1.0
AWEM25 Comdty,AWE1 Comdty,1000.0,Energy,USD,1.0
CTK5 Comdty,CT1 Comdty,50000.0,Agriculture,USD,1.0
ESH5 Index,ES1 Index,50.0,Equity Index,USD,1.0
NQH5 Index,NQ1 Index,20.0,Equity Index,USD,1.0
GCJ5 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
LMNIDP 20250617 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20250617 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250611 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20250319 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20250613 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20250521 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250613 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20250610 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250605 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250612 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20250603 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250612 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250523 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250604 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
CQDJ25 Comdty,CQD1 Comdty,1000.0,Energy,USD,1.0
XUCH5 Curncy,XUC1 Curncy,100000.0,Currency,CNH,0.1489
ECH5 Curncy,EC1 Curncy,125000.0,Currency,USD,1.0
C K5 Comdty,C 1 Comdty,5000.0,Agriculture,USD,1.0
LMCADP 20250521 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
JYH5 Curncy,JY1 Curncy,12500000.0,Currency,USD,1.0
ADH5 Curncy,AD1 Curncy,100000.0,Currency,USD,1.0
LMZSDP 20250606 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250319 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20250606 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
BPH5 Curncy,BP1 Curncy,62500.0,Currency,USD,1.0
LMZSDP 20250512 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20250605 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20250527 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250605 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20250604 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
CQDH25 Comdty,CQD1 Comdty,1000.0,Energy,USD,1.0
LMZSDP 20250603 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
USDCNY 20250410 NDF,USDCNY 20250410 NDF,1.0,Currency,USD,1.0
SCOG5 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
MFSG5 Comdty,MFS1 Comdty,100.0,Ferrous,USD,1.0
LMZSDP 20250528 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250528 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250507 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250422 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
BBWH25 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
ZZBH5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
LMNIDP 20250527 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
KCK5P 400 Comdty,KC1 Comdty,37500.0,Agriculture,USD,1.0
HIG5 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
LMZSDP 20250527 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
HCTG5 Index,HCT1 Index,800.0,Equity Index,USD,1.0
LMZSDP 20250514 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
CDH5 Curncy,CD1 Curncy,100000.0,Currency,USD,1.0
NGJ25 Comdty,NG1 Comdty,10000.0,Energy,USD,1.0
LMZSDP 20250523 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250509 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250507 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250520 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
HCG5 Index,HC1 Index,50.0,Equity Index,HKD,0.12749
LMZSDP 20250416 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250519 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250519 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20250519 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
C H5 Comdty,C 1 Comdty,5000.0,Agriculture,USD,1.0
S H5 Comdty,S 1 Comdty,5000.0,Agriculture,USD,1.0
NGH25 Comdty,NG1 Comdty,10000.0,Energy,USD,1.0
LMCADP 20250514 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250514 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20250506 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20250506 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250512 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20250219 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
HWBH5 Index,HWB1 Index,2.0,Equity Index,USD,1.0
LMZSDP 20250219 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
CLH5 Comdty,CL1 Comdty,1000.0,Energy,USD,1.0
LMCADP 20250319 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250424 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
COK5 Comdty,CO1 Comdty,1000.0,Energy,USD,1.0
LMAHDP 20250509 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250509 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
PFRH5 Comdty,PFR1 Comdty,100.0,Chemicals,USD,1.0
MCYG5 Index,MCY1 Index,25.0,Equity Index,USD,1.0
PFRJ5 Comdty,PFR1 Comdty,100.0,Chemicals,USD,1.0
HGH5 Comdty,HG1 Comdty,25000.0,Base Metal,USD,1.0
LMZSDP 20250502 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250506 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
RSK5 Comdty,RS1 Comdty,20.0,Agriculture,CAD,0.7192
SBK5 Comdty,SB1 Comdty,112000.0,Agriculture,USD,1.0
LMNIDP 20250423 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
KCH5 Comdty,KC1 Comdty,37500.0,Agriculture,USD,1.0
BBWF25 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
MFSF5 Comdty,MFS1 Comdty,100.0,Ferrous,USD,1.0
ZZBF5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
SCOF5P 90 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
SCOF5 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
SIH5 Comdty,SI1 Comdty,5000.0,Precious Metal,USD,1.0
LMNIDP 20250422 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20250430 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
AULH25 Comdty,AUL1 Comdty,1000.0,Energy,USD,1.0
BCAH25 Comdty,BCA1 Comdty,1000.0,Energy,USD,1.0
LMZSDP 20250428 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250423 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
NXH5 Index,NX1 Index,5.0,Equity Index,USD,1.0
HCTF5 Index,HCT1 Index,800.0,Equity Index,USD,1.0
BOH5 Comdty,BO1 Comdty,60000.0,Agriculture,USD,1.0
JWLH25 Comdty,JWL1 Comdty,1000.0,Energy,USD,1.0
HIF5 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
GCG5 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
LMNIDP 20250417 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
CLG5 Comdty,CL1 Comdty,1000.0,Energy,USD,1.0
Z H5 Index,Z 1 Index,10.0,Equity Index,GBP,1.3475
SCOG5C 107 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
LMZSDP 20250415 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
SCOF5C 100 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
HCF5 Index,HC1 Index,50.0,Equity Index,HKD,0.12749
COH5 Comdty,CO1 Comdty,1000.0,Energy,USD,1.0
NGG25 Comdty,NG1 Comdty,10000.0,Energy,USD,1.0
LMNIDP 20250414 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
JWLK25 Comdty,JWL1 Comdty,1000.0,Energy,USD,1.0
JWLG25 Comdty,JWL1 Comdty,1000.0,Energy,USD,1.0
AZBJ25 Comdty,AZB1 Comdty,1000.0,Energy,USD,1.0
CTH5 Comdty,CT1 Comdty,50000.0,Agriculture,USD,1.0
LMAHDP 20250115 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
AZBG25 Comdty,AZB1 Comdty,1000.0,Energy,USD,1.0
BBWG25 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
ZZBG5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
LMNIDP 20250115 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20250410 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20250409 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20250416 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250409 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250403 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
CJPG25 Comdty,CJP1 Comdty,1000.0,Energy,USD,1.0
LMNIDP 20250408 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
MCYF5 Index,MCY1 Index,25.0,Equity Index,USD,1.0
LMZSDP 20250408 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250407 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
RTYH5 Index,RTY1 Index,50.0,Equity Index,USD,1.0
LMNIDP 20250407 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20250407 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
JYF5 Curncy,JY1 Curncy,12500000.0,Currency,USD,1.0
CJPZ24 Comdty,CJP1 Comdty,1000.0,Energy,USD,1.0
KOH5 Comdty,KO1 Comdty,25.0,Agriculture,MYR,0.245
LMCADP 20250205 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250204 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250130 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250402 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
SCOZ4C 110 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
SCOZ4 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
LMNIDP 20250331 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20250331 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
